Info,,,,LAZARUS,,,,,,,OFFICIAL,,,,,,,CHANGES,,,,,,,,,,,,,,,LEVEL - UP MOVES,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG MOVES,,,,,,,,,,,,,,,,,,TM/HM MOVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOVE TUTOR MOVES,,,,,,,,,,,,,,,,,,,,,,,,
Name,#,Type,,HP,ATK,DEF,SPA,SPD,SPE,BST,HP,ATK,DEF,SPA,SPD,SPE,BST,HP,ATK,DEF,SPA,SPD,SPE,BST,Ability 1,Ability 2,Hidden Ability,Evolution,Held Item,Location,Egg Groups,,Move 1,Move 2,Move 3,Move 4,Move 5,Move 6,Move 7,Move 8,Move 9,Move 10,Move 11,Move 12,Move 13,Move 14,Move 15,Move 16,Move 17,Move 18,Move 19,Move 20,Move 21,Move 22,Move 23,Move 23,Move 24,Move 25,Move 26,Move 1,Move 2,Move 3,Move 4,Move 5,Move 6,Move 7,Move 8,Move 9,Move 10,Move 11,Move 12,Move 13,Move 14,Move 15,Move 16,Move 17,Move 18,Move 1,Move 2,Move 3,Move 4,Move 5,Move 6,Move 7,Move 8,Move 9,Move 10,Move 11,Move 12,Move 13,Move 14,Move 15,Move 16,Move 17,Move 18,Move 19,Move 20,Move 21,Move 22,Move 23,Move 24,Move 25,Move 26,Move 27,Move 28,Move 29,Move 30,Move 31,Move 32,Move 33,Move 34,Move 35,Move 36,Move 37,Move 38,Move 39,Move 40,Move 41,Move 1,Move 2,Move 3,Move 4,Move 5,Move 6,Move 7,Move 8,Move 9,Move 10,Move 11,Move 12,Move 13,Move 14,Move 15,Move 16,Move 17,Move 18,Move 19,Move 20,Move 21,Move 22,Move 23,Move 24,Move 25
Archeops,383,Rock,Flying,75,130,80,102,70,110,567,75,140,65,112,65,110,567,0,-10,15,-10,5,0,0,Defeatist,Klutz,Fluffy,Lv. 33,,Archen (evolve),Water 3,Flying,"1, Quick Attack","1, Leer","1, Wing Attack","5, Rock Throw","8, Double Team","11, Bite","15, Pluck","18, Ancient Power","21, Agility","25, Quick Guard","28, Acrobatics","31, Dragon Breath","Evo, Crunch","35, Pounce","38, Endeavor","40, U-Turn","42, Knock Off","45, Rock Slide","48, Dragon Claw","50, Thrash",,,,,,,,Steel Wing,Defog,Dragon Pulse,Head Smash,Knock Off,Earth Power,Bite,Ally Switch,Switcheroo,,,,,,,,,,TM02 - Dragon Claw,TM05 - Roar,TM06 - Toxic,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM23 - Iron Tail,TM26 - Earthquake,TM28 - Dig,TM32 - Double Team,TM37 - Sandstorm,TM39 - Rock Tomb,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM47 - Steel Wing,HM01 - Cut,HM02 - Fly,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,Endure,Rock Slide,Sleep Talk,Snore,Swagger,Swift,,,,,,,,,,,,,,,,,,,
Larvitar,384,Rock,Ground,50,64,50,45,50,41,300,50,64,50,45,50,41,300,0,0,0,0,0,0,0,Guts,,Earth Eater,,,The Stygian Caves (wild),Monster,Monster,"1, Bite","1, Leer","5, Sandstorm","10, Screech","14, Chip Away","19, Rock Slide","23, Scary Face","28, Thrash","32, Dark Pulse","37, Payback","41, Crunch","46, Earthquake","50, Stone Edge","55, Hyper Beam",,,,,,,,,,,,,,Pursuit,Stomp,Outrage,Focus Energy,Ancient Power,Dragon Dance,Curse,Iron Defense,Assurance,Iron Head,Stealth Rock,Iron Tail,,,,,,,TM06 - Toxic,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM23 - Iron Tail,TM26 - Earthquake,TM28 - Dig,TM31 - Brick Break,TM32 - Double Team,TM37 - Sandstorm,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM56 - Stomping Tantrum,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,,,Body Slam,Double-Edge,Endure,Mud-Slap,Rock Slide,Sleep Talk,Snore,Swagger,,,,,,,,,,,,,,,,,
Pupitar,385,Rock,Ground,70,84,70,65,70,51,410,70,84,70,65,70,51,410,0,0,0,0,0,0,0,Shed Skin,,Earth Eater,Lv. 30,,Larvitar (evolve),Monster,Monster,"1, Bite","1, Leer","5, Sandstorm","10, Screech","14, Chip Away","19, Rock Slide","23, Scary Face","28, Thrash","34, Dark Pulse","41, Payback","47, Crunch","54, Earthquake","60, Stone Edge","67, Hyper Beam",,,,,,,,,,,,,,Pursuit,Stomp,Outrage,Focus Energy,Ancient Power,Dragon Dance,Curse,Iron Defense,Assurance,Iron Head,Stealth Rock,Iron Tail,,,,,,,TM06 - Toxic,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM23 - Iron Tail,TM26 - Earthquake,TM28 - Dig,TM31 - Brick Break,TM32 - Double Team,TM37 - Sandstorm,TM39 - Rock Tomb,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM56 - Stomping Tantrum,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,,Body Slam,Double-Edge,Endure,Mud-Slap,Rock Slide,Sleep Talk,Snore,Swagger,,,,,,,,,,,,,,,,,
Tyranitar,386,Rock,Dark,100,134,110,95,100,61,600,100,134,110,95,100,61,600,0,0,0,0,0,0,0,Sand Stream,,Earth Eater,Lv. 55,,The Stygian Caves (wild),Monster,Monster,"1, Thunder Fang","1, Ice Fang","1, Fire Fang","1, Bite","1, Leer","5, Sandstorm","10, Screech","14, Chip Away","19, Rock Slide","23, Scary Face","28, Thrash","34, Dark Pulse","41, Payback","47, Crunch","54, Earthquake","63, Stone Edge","73, Hyper Beam","82, Giga Impact",,,,,,,,,,Pursuit,Stomp,Outrage,Focus Energy,Ancient Power,Dragon Dance,Curse,Iron Defense,Assurance,Iron Head,Stealth Rock,Iron Tail,,,,,,,TM01 - Focus Punch,TM02 - Dragon Claw,TM03 - Water Pulse,TM05 - Roar,TM06 - Toxic,TM11 - Sunny Day,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM23 - Iron Tail,TM24 - Thunderbolt,TM25 - Thunder,TM26 - Earthquake,TM28 - Dig,TM31 - Brick Break,TM32 - Double Team,TM34 - Shock Wave,TM35 - Flamethrower,TM37 - Sandstorm,TM38 - Fire Blast,TM39 - Rock Tomb,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM52 - Thunder Fang,TM53 - Ice Fang,TM54 - Fire Fang,TM56 - Stomping Tantrum,HM01 - Cut,HM03 - Surf,HM04 - Strength,HM06 - Rock Smash,,,,,Body Slam,Counter,Double-Edge,Dynamic Punch,Endure,Fire Punch,Fury Cutter,Ice Punch,Icy Wind,Mega Kick,Mega Punch,Mud-Slap,Rock Slide,Seismic Toss,Sleep Talk,Snore,Swagger,Thunder Punch,Thunder Wave,,,,,,
Dhelmise,387,Ghost,Grass,80,131,120,76,93,20,520,70,131,100,86,90,40,517,10,0,20,-10,3,-20,3,Steelworker,,,,,Palati City (wild),Mineral,Mineral,"1, Switcheroo","1, Absorb","1, Growth","1, Rapid Spin","1, Astonish","5, Mega Drain","9, Wrap","14, Gyro Ball","18, Metal Sound","23, Giga Drain","25, Razor Shell","27, Whirlpool","30, Anchor Shot","34, Shadow Ball","37, Flip Turn","41, Energy Ball","43, Slam","47, Heavy Slam","50, Phantom Force","55, Power Whip",,,,,,,,,,,,,,,,,,,,,,,,,,TM06 - Toxic,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM19 - Giga Drain,TM22 - Solar Beam,TM26 - Earthquake,TM30 - Shadow Ball,TM31 - Brick Break,TM32 - Double Team,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,HM03 - Surf,,,,,,,,,,,,,,,,,,,,,,,,,Endure,Rock Slide,Sleep Talk,Snore,Swagger,Swords Dance,,,,,,,,,,,,,,,,,,,
Dratini,388,Dragon,,41,64,45,50,50,50,300,41,64,45,50,50,50,300,0,0,0,0,0,0,0,Shed Skin,,Marvel Scale,,,Pythios Cemetery (GR) Pythios Cemetery (SR)(fish) Fresco Isles,Water 1,Dragon,"1, Wrap","1, Leer","5, Thunder Wave","11, Twister","15, Dragon Rage","21, Slam","25, Agility","31, Dragon Tail","35, Aqua Tail","41, Dragon Rush","45, Safeguard","51, Dragon Dance","55, Outrage","61, Hyper Beam",,,,,,,,,,,,,,Mist,Haze,Supersonic,Dragon Breath,Dragon Dance,Dragon Rush,Extreme Speed,Water Pulse,Aqua Jet,Dragon Pulse,Iron Tail,,,,,,,,TM03 - Water Pulse,TM06 - Toxic,TM07 - Hail,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM23 - Iron Tail,TM24 - Thunderbolt,TM25 - Thunder,TM32 - Double Team,TM33 - Reflect,TM34 - Shock Wave,TM35 - Flamethrower,TM38 - Fire Blast,TM42 - Facade,TM44 - Rest,TM45 - Attract,HM03 - Surf,HM07 - Waterfall,,,,,,,,,,,,,,,,,,Body Slam,Double-Edge,Endure,Icy Wind,Sleep Talk,Snore,Swagger,Swift,Thunder Wave,,,,,,,,,,,,,,,,
Dragonair,389,Dragon,Water,66,84,70,114,90,76,500,61,84,65,70,70,70,420,5,0,5,44,20,6,80,Shed Skin,,Atmospheric,Lv. 30,,Pythios Cemetery (SR)(fish),Water 1,Dragon,"1, Wrap","1, Leer","5, Thunder Wave","11, Twister","15, Dragon Rage","21, Slam","25, Agility","Evo, Water Pulse","33, Dragon Breath","35, Air Cutter","39, Aqua Tail","42, Power Gem","47, Dragon Rush","50, Dragon Dance","53, Safeguard","57, Hydro Pump","63, Outrage","65, Hyper Beam",,,,,,,,,,Mist,Haze,Supersonic,Dragon Breath,Dragon Dance,Dragon Rush,Extreme Speed,Water Pulse,Aqua Jet,Dragon Pulse,Iron Tail,,,,,,,,TM03 - Water Pulse,TM06 - Toxic,TM07 - Hail,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM23 - Iron Tail,TM24 - Thunderbolt,TM25 - Thunder,TM32 - Double Team,TM33 - Reflect,TM34 - Shock Wave,TM35 - Flamethrower,TM38 - Fire Blast,TM42 - Facade,TM44 - Rest,TM45 - Attract,HM03 - Surf,HM07 - Waterfall,,,,,,,,,,,,,,,,,,Body Slam,Double-Edge,Endure,Icy Wind,Sleep Talk,Snore,Swagger,Swift,Thunder Wave,,,,,,,,,,,,,,,,
Dragonite,390,Dragon,Flying,91,134,95,100,100,80,600,91,134,95,100,100,80,600,0,0,0,0,0,0,0,Inner Focus,,Multiscale,Lv. 55,,Dragonair (evolve),Water 1,Dragon,"1, Hurricane","1, Fire Punch","1, Thunder Punch","1, Roost","1, Wrap","1, Leer","5, Thunder Wave","11, Twister","15, Dragon Rage","21, Slam","25, Agility","33, Dragon Tail","39, Aqua Tail","47, Dragon Rush","53, Safeguard","Evo, Wing Attack","61, Dragon Dance","67, Outrage","75, Hyper Beam","81, Hurricane",,,,,,,,Mist,Haze,Supersonic,Dragon Breath,Dragon Dance,Dragon Rush,Extreme Speed,Water Pulse,Aqua Jet,Dragon Pulse,Iron Tail,,,,,,,,TM01 - Focus Punch,TM02 - Dragon Claw,TM03 - Water Pulse,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM23 - Iron Tail,TM24 - Thunderbolt,TM25 - Thunder,TM26 - Earthquake,TM31 - Brick Break,TM32 - Double Team,TM33 - Reflect,TM34 - Shock Wave,TM35 - Flamethrower,TM37 - Sandstorm,TM38 - Fire Blast,TM39 - Rock Tomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM47 - Steel Wing,TM56 - Stomping Tantrum,HM01 - Cut,HM02 - Fly,HM03 - Surf,HM04 - Strength,HM06 - Rock Smash,HM07 - Waterfall,HM08 - Dive,,,Body Slam,Double-Edge,Dynamic Punch,Endure,Fire Punch,Fury Cutter,Ice Punch,Icy Wind,Mega Kick,Mega Punch,Metronome,Mud-Slap,Rock Slide,Sleep Talk,Snore,Swagger,Swift,Thunder Punch,Thunder Wave,,,,,,
Raikou,391,Electric,,90,85,75,115,100,115,580,90,85,75,115,100,115,580,0,0,0,0,0,0,0,Pressure,,Inner Focus,,,,-,-,"1, Extrasensory","1, Discharge","1, Bite","1, Leer","8, Thunder Shock","15, Roar","22, Quick Attack","29, Spark","36, Reflect","43, Crunch","50, Thunder Fang","57, Discharge","64, Extrasensory","71, Rain Dance","78, Calm Mind","85, Thunder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM23 - Iron Tail,TM24 - Thunderbolt,TM25 - Thunder,TM28 - Dig,TM30 - Shadow Ball,TM32 - Double Team,TM33 - Reflect,TM34 - Shock Wave,TM37 - Sandstorm,TM42 - Facade,TM44 - Rest,TM52 - Thunder Fang,TM59 - Volt Switch,HM01 - Cut,HM04 - Strength,HM05 - Flash,HM06 - Rock Smash,,,,,,,,,,,,,,,,,Body Slam,Double-Edge,Endure,Mud-Slap,Psych Up,Sleep Talk,Snore,Swagger,Swift,Thunder Wave,,,,,,,,,,,,,,,
Raging Bolt,392,Electric,Dragon,125,73,91,137,89,75,590,125,73,91,137,89,75,590,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entei,393,Fire,,115,115,85,90,75,100,580,115,115,85,90,75,100,580,0,0,0,0,0,0,0,Pressure,,Inner Focus,,,,-,-,"1, Sacred Fire","1, Eruption","1, Extrasensory","1, Lava Plume","1, Bite","1, Leer","8, Ember","15, Roar","22, Fire Spin","29, Stomp","36, Flamethrower","43, Swagger","50, Fire Fang","57, Lava Plume","64, Extrasensory","71, Fire Blast","78, Calm Mind","85, Eruption",,,,,,,,,,,,,,,,,,,,,,,,,,,,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM22 - Solar Beam,TM23 - Iron Tail,TM28 - Dig,TM30 - Shadow Ball,TM32 - Double Team,TM33 - Reflect,TM35 - Flamethrower,TM37 - Sandstorm,TM38 - Fire Blast,TM42 - Facade,TM44 - Rest,TM50 - Overheat,TM54 - Fire Fang,TM56 - Stomping Tantrum,HM01 - Cut,HM04 - Strength,HM05 - Flash,HM06 - Rock Smash,,,,,,,,,,,,,,,,,Body Slam,Double-Edge,Endure,Mud-Slap,Psych Up,Sleep Talk,Snore,Swagger,Swift,,,,,,,,,,,,,,,,
Gouging Fire,394,Fire,Dragon,105,115,121,65,93,91,590,105,115,121,65,93,91,590,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suicune,395,Water,,100,75,115,90,115,85,580,100,75,115,90,115,85,580,0,0,0,0,0,0,0,Pressure,,Inner Focus,,,,-,-,"1, Sheer Cold","1, Bite","1, Leer","1, Rain Dance","8, Bubble Beam","15, Rain Dance","22, Gust","29, Aurora Beam","36, Mist","43, Mirror Coat","50, Ice Fang","57, Tailwind","64, Extrasensory","71, Hydro Pump","78, Calm Mind","85, Blizzard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TM03 - Water Pulse,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM23 - Iron Tail,TM28 - Dig,TM30 - Shadow Ball,TM32 - Double Team,TM33 - Reflect,TM37 - Sandstorm,TM42 - Facade,TM44 - Rest,TM53 - Ice Fang,HM01 - Cut,HM03 - Surf,HM06 - Rock Smash,HM07 - Waterfall,HM08 - Dive,,,,,,,,,,,,,,,,,Body Slam,Double-Edge,Endure,Icy Wind,Mud-Slap,Psych Up,Sleep Talk,Snore,Swagger,Swift,,,,,,,,,,,,,,,
Walking Wake,396,Water,Dragon,99,83,91,125,83,109,590,99,83,91,125,83,109,590,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lugia,397,Psychic,Flying,106,90,130,90,154,110,680,106,90,130,90,154,110,680,0,0,0,0,0,0,0,Water Power,,Multiscale,,,,-,-,"1, Whirlwind","1, Weather Ball","9, Gust","15, Dragon Rush","23, Extrasensory","29, Rain Dance","37, Hydro Pump","43, Aeroblast","50, Punishment","57, Ancient Power","65, Safeguard","71, Recover","79, Future Sight","85, Natural Gift","93, Calm Mind","99, Sky Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TM03 - Water Pulse,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM19 - Giga Drain,TM20 - Safeguard,TM23 - Iron Tail,TM24 - Thunderbolt,TM25 - Thunder,TM26 - Earthquake,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM33 - Reflect,TM34 - Shock Wave,TM37 - Sandstorm,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM47 - Steel Wing,TM48 - Skill Swap,HM02 - Fly,HM03 - Surf,HM04 - Strength,HM05 - Flash,HM06 - Rock Smash,HM07 - Waterfall,HM08 - Dive,,,,,,Body Slam,Double-Edge,Dream Eater,Endure,Icy Wind,Mud-Slap,Psych Up,Sleep Talk,Snore,Swagger,Swift,Thunder Wave,,,,,,,,,,,,,
Ho-oh,398,Fire,Flying,106,130,90,110,154,90,680,106,130,90,110,154,90,680,0,0,0,0,0,0,0,Soul-Heart,,Regenerator,,,,-,-,"1, Whirlwind","1, Weather Ball","9, Gust","15, Brave Bird","23, Extrasensory","29, Sunny Day","37, Fire Blast","43, Sacred Fire","50, Punishment","57, Ancient Power","65, Safeguard","71, Recover","79, Future Sight","85, Natural Gift","93, Calm Mind","99, Sky Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM19 - Giga Drain,TM20 - Safeguard,TM22 - Solar Beam,TM24 - Thunderbolt,TM25 - Thunder,TM26 - Earthquake,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM33 - Reflect,TM34 - Shock Wave,TM35 - Flamethrower,TM37 - Sandstorm,TM38 - Fire Blast,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM47 - Steel Wing,TM50 - Overheat,HM02 - Fly,HM04 - Strength,HM05 - Flash,HM06 - Rock Smash,,,,,,,,,,,Body Slam,Double-Edge,Dream Eater,Endure,Mud-Slap,Psych Up,Sleep Talk,Snore,Swagger,Swift,Thunder Wave,,,,,,,,,,,,,,
Celebi,399,Psychic,Grass,100,100,100,100,100,100,600,100,100,100,100,100,100,600,0,0,0,0,0,0,0,Natural Cure,Regenerator,,,,,-,-,"1, Leech Seed","1, Confusion","1, Recover","1, Heal Bell","10, Safeguard","19, Magical Leaf","24, Giga Drain","28, Ancient Power","32, Psychic","38, Dazzling Gleam","40, Quiver Dance","40, Baton Pass","44, Natural Gift","50, Moonblast","55, Heal Block","60, Soft-Boiled","64, Future Sight","73, Healing Wish","82, Leaf Storm","91, Perish Song",,,,,,,,,,,,,,,,,,,,,,,,,,TM03 - Water Pulse,TM04 - Calm Mind,TM06 - Toxic,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM19 - Giga Drain,TM20 - Safeguard,TM22 - Solar Beam,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM33 - Reflect,TM34 - Shock Wave,TM37 - Sandstorm,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM48 - Skill Swap,TM57 - Dazzling Gleam,TM60 - U-Turn,HM01 - Cut,HM05 - Flash,,,,,,,,,,,,,,,,,Defense Curl,Double-Edge,Dream Eater,Endure,Metronome,Mud-Slap,Psych Up,Sleep Talk,Snore,Swagger,Swift,Swords Dance,Thunder Wave,,,,,,,,,,,,
Ogerpon,400,Grass,,80,120,84,60,96,110,550,80,120,84,60,96,110,550,0,0,0,0,0,0,0,Defiant,,Embody Aspect (Spe),,,? (PC Code),-,-,"1, Double Kick","1, Counter","1, Retaliate","1, Horn Leech","1, Vine Whip","1, Leech Seed","1, Quick Attack","1, Follow Me","6, Focus Energy","12, Growth","18, Slam","24, Low Sweep","30, Ivy Cudgel","36, Throat Chop","42, Synthesis","48, Spiky Shield","54, Power Whip","60, Superpower","66, Wood Hammer",,,,,,,,,,,,,,,,,,,,,,,,,,,TM09 - Bullet Seed,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM18 - Rain Dance,TM19 - Giga Drain,TM22 - Solar Beam,TM31 - Brick Break,TM37 - Sandstorm,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Counter,Endure,Sleep Talk,Swords Dance,,,,,,,,,,,,,,,,,,,,,
Hisuian Decidueye,3,Grass,Fighting,88,112,80,95,95,60,530,88,112,80,95,95,60,530,0,0,0,0,0,0,0,Overgrow,Strong Legs,Fluffy,"Lv. 34, Day",,Dartrix (evolve),Flying,,"1, Jump Kick","1, Leaf Storm","1, U-Turn","1, Mach Punch","1, Tackle","1, Leafage","4, Growl","8, Peck","11, Astonish","14, Razor Leaf","16, Ominous Wind","18, Foresight","22, Pluck","25, Synthesis","29, Swords Dance","32, Sucker Punch","Evo, Rock Smash","35, Dual Wingbeat","37, Leaf Blade","39, Feather Dance","41, Triple Arrows","45, Brave Bird","48, Trop Kick","52, Triple Axel",,,,Curse,Confuse Ray,Ominous Wind,Haze,Baton Pass,Defog,,,,,,,,,,,,,TM01 - Focus Punch,TM08 - Bulk Up,TM09 - Bullet Seed,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM19 - Giga Drain,TM22 - Solar Beam,TM31 - Brick Break,TM32 - Double Team,TM39 - Rock Tomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,Endure,Sleep Talk,Swift,Swords Dance,,,,,,,,,,,,,,,,,,,,,
Battle Bond Greninja?,18,Water,Dark,72,145,67,153,71,132,640,72,145,67,153,71,132,640,0,0,0,0,0,0,0,Battle Bond,,,,,,-,-,"1, Night Slash","1, Haze","1, Role Play","1, Mat Block","1, Shadow Sneak","1, Pound","1, Growl","5, Bubble","8, Quick Attack","10, Lick","14, Water Pulse","18, Smokescreen","21, Round","25, Fling","29, Smack Down","33, Uproar","35, Substitute","Evo, Water Shuriken","38, Bounce","41, Double Team","44, Dark Pulse","47, Extrasensory","50, Hydro Pump","53, Haze","55, Night Slash","58, Bouncy Bubble",,Bestow,Mind Reader,Toxic Spikes,Mud Sport,Camouflage,Water Sport,Power-Up Punch,,,,,,,,,,,,TM03 - Water Pulse,TM06 - Toxic,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM28 - Dig,TM31 - Brick Break,TM32 - Double Team,TM39 - Rock Tomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM49 - Snatch,HM01 - Cut,HM03 - Surf,HM04 - Strength,HM06 - Rock Smash,HM07 - Waterfall,HM08 - Dive,,,,,,,,,,,,,,,,,,Counter,Endure,Ice Punch,Icy Wind,Mud-Slap,Rock Slide,Sleep Talk,Snore,Swagger,Swift,Swords Dance,,,,,,,,,,,,,,
Alolan Marowak,58,Fire,Ghost,75,100,110,40,80,45,450,60,80,110,50,80,45,425,15,20,0,-10,0,0,25,Cursed Body,Lightning Rod,Rock Head,"Lv. 28, Night",,Cubone (evolve),Monster,,"1, Growl","3, Tail Whip","7, Bone Club","11, Flame Wheel","13, Leer","17, Hex","21, Bonemerang","23, Will-O-Wisp","27, Shadow Bone","33, Thrash","35, Rock Blast","37, Fling","43, Stomping Tantrum","45, Endeavor","48, Raging Fury","53, Flare Blitz","59, Retaliate","65, Bone Rush",,,,,,,,,,,,,,,,,,,,,,,,,,,,TM01 - Focus Punch,TM06 - Toxic,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM23 - Iron Tail,TM24 - Thunderbolt,TM25 - Thunder,TM26 - Earthquake,TM28 - Dig,TM30 - Shadow Ball,TM31 - Brick Break,TM32 - Double Team,TM35 - Flamethrower,TM37 - Sandstorm,TM38 - Fire Blast,TM39 - Rock Tomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM56 - Stomping Tantrum,,,,,,,,,,,,,,,,Body Slam,Double-Edge,Dream Eater,Endure,Fire Punch,Icy Wind,Mega Kick,Mega Punch,Mud-Slap,Rock Slide,Seismic Toss,Sleep Talk,Snore,Swagger,Swift,Swords Dance,Thunder Punch,,,,,,,,
